File	F3-4.dat

t(sec)	z(m)
733	3.008154944
733.25	2.933537207
733.5	2.834658512
733.75	2.714576962
734	2.568603466
734.25	2.435270133
734.5	2.315188583
734.75	2.247706422
735	2.216309888
735.25	2.223343527
735.5	2.260244648
735.75	2.290825688
736	2.343425076
736.25	2.389704383
736.5	2.459531091
736.75	2.524668705
737	2.607135576
737.25	2.695005097
737.5	2.766462793
737.75	2.847298675
738	2.891233435
738.25	2.930479103
738.5	2.943017329
738.75	2.923343527
739	2.879408767
739.25	2.811926606
739.5	2.734250765
739.75	2.652599388
740	2.573394495
740.25	2.508256881
740.5	2.46432212
740.75	2.419571865
741	2.404587156
741.25	2.403058104
741.5	2.417940877
741.75	2.44077472
742	2.454841998
742.25	2.503465851
742.5	2.563200815
742.75	2.651070336
743	2.764831804
743.25	2.865341488
743.5	2.94617737
743.75	3.008154944
744	3.012844037
744.25	2.996330275
744.5	2.955555556
744.75	2.900611621
745	2.839449541
745.25	2.771151886
745.5	2.704383282
745.75	2.63853211
746	2.585932722
746.25	2.547502548
746.5	2.518450561
746.75	2.518450561
747	2.509785933
747.25	2.489398573
747.5	2.483893986
747.75	2.454841998
748	2.424260958
748.25	2.393679918
748.5	2.374006116
748.75	2.359123344
749	2.354434251
749.25	2.357492355
749.5	2.39520897
749.75	2.483893986
750	2.629867482
750.25	2.793883792
750.5	2.930479103
750.75	3.017533129
751	3.040265036
751.25	3.023853211
751.5	2.94138634
751.75	2.797043833
752	2.641590214
752.25	2.482364934
752.5	2.354434251
752.75	2.263404689
753	2.19745158
753.25	2.182568807
753.5	2.206829766
753.75	2.252395515
754	2.315188583
754.25	2.388175331
754.5	2.458002039
754.75	2.542711519
755	2.620489297
755.25	2.704383282
755.5	2.760142712
755.75	2.801732926
756	2.808053007
756.25	2.810397554
756.5	2.798572885
756.75	2.779001019
757	2.742099898
757.25	2.693476045
757.5	2.636901121
757.75	2.571763507
758	2.521610601
758.25	2.480733945
758.5	2.456472987
758.75	2.469724771
759	2.472884811
759.25	2.495616718
759.5	2.524668705
759.75	2.552191641
760	2.58980632
760.25	2.644750255
760.5	2.698165138
760.75	2.756167176
761	2.786034659
761.25	2.804892966
761.5	2.793883792
761.75	2.772680938
762	2.714576962
762.25	2.662793068
762.5	2.617329256
762.75	2.603975535
763	2.581243629
763.25	2.581243629
763.5	2.585932722
763.75	2.59459735
764	2.612640163
764.25	2.636901121
764.5	2.670642202
764.75	2.698165138
765	2.71304791
765.25	2.731906218
765.5	2.730275229
765.75	2.717737003
766	2.676962283
766.25	2.636187564
766.5	2.584301733
766.75	2.516819572
767	2.44077472
767.25	2.385015291
767.5	2.328542304
767.75	2.31049949
768	2.326911315
768.25	2.398369011
768.5	2.541182467
768.75	2.70988787
769	2.86687054
769.25	3.001121305
769.5	3.09520897
769.75	3.147094801
770	3.180020387
770.25	3.195718654
770.5	3.155657492
770.75	3.090519878
771	2.997961264
771.25	2.894291539
771.5	2.779001019
771.75	2.655759429
772	2.512945973
772.25	2.377166157
772.5	2.234352701
772.75	2.072680938
773	2.004383282
773.25	1.907033639
773.5	1.834046891
773.75	1.801121305
774	1.808154944
774.25	1.861569827
774.5	1.958817533
774.75	2.112640163
775	2.304179409
775.25	2.494087666
775.5	2.678491335
775.75	2.836289501
776	2.949235474
776.25	3.041896024
776.5	3.093679918
776.75	3.118042813
777	3.092150866
777.25	3.059938838
777.5	3.016004077
777.75	2.954026504
778	2.888073394
778.25	2.804892966
778.5	2.728746177
778.75	2.65891947
779	2.560040775
779.25	2.46432212
779.5	2.372477064
779.75	2.284505607
780	2.179408767
780.25	2.15351682
780.5	2.10795107
780.75	2.127624873
781	2.177777778
781.25	2.278287462
781.5	2.398369011
781.75	2.532517839
782	2.63853211
782.25	2.714576962
782.5	2.760142712
782.75	2.761671764
783	2.745259939
783.25	2.714576962
783.5	2.695005097
783.75	2.688685015
784	2.714576962
784.25	2.760142712
784.5	2.815086646
784.75	2.873190622
785	2.921814475
785.25	2.961060143
785.5	2.98695209
785.75	2.985423038
786	2.970438328
786.25	2.918654434
786.5	2.863710499
786.75	2.800203874
787	2.70988787
787.25	2.602446483
787.5	2.480733945
787.75	2.365341488
788	2.257084608
788.25	2.191946993
788.5	2.101732926
788.75	2.09459735
789	2.114271152
789.25	2.173088685
789.5	2.266462793
789.75	2.339449541
790	2.428950051
790.25	2.506625892
790.5	2.581243629
790.75	2.660448522
791	2.714576962
791.25	2.780530071
791.5	2.836289501
791.75	2.903771662
792	2.930479103
792.25	2.947706422
792.5	2.943017329
792.75	2.924974516
793	2.905300714
793.25	2.881039755
793.5	2.851987768
793.75	2.810397554
794	2.764831804
794.25	2.695005097
794.5	2.620489297
794.75	2.497247706
795	2.363812436
795.25	2.208460754
795.5	2.036595311
795.75	1.885830785
796	1.811314985
796.25	1.793272171
796.5	1.811314985
796.75	1.861569827
797	1.898470948
797.25	1.991029562
797.5	2.117431193
797.75	2.281447503
798	2.482364934
798.25	2.707543323
798.5	2.905300714
798.75	3.043425076
799	3.150152905
799.25	3.198878695
799.5	3.218450561
799.75	3.180020387
800	3.107033639
800.25	3.023853211
800.5	2.906116208
800.75	2.780530071
801	2.660448522
801.25	2.544342508
801.5	2.446992864
801.75	2.385015291
802	2.355963303
802.25	2.362283384
802.5	2.366972477
802.75	2.377166157
803	2.363812436
803.25	2.323751274
803.5	2.279816514
803.75	2.249235474
804	2.1872579
804.25	2.150356779
804.5	2.093068298
804.75	2.093068298
805	2.135474006
805.25	2.244546381
805.5	2.416411825
805.75	2.615698267
806	2.836289501
806.25	3.016004077
806.5	3.152497452
806.75	3.207441386
807	3.2490316
807.25	3.221610601
807.5	3.148623853
807.75	3.056778797
808	2.917125382
808.25	2.78216106
808.5	2.644750255
808.75	2.512945973
809	2.398369011
809.25	2.308868502
809.5	2.243730887
809.75	2.198980632
810	2.211518858
810.25	2.252395515
810.5	2.315188583
810.75	2.39204893
811	2.459531091
811.25	2.511314985
811.5	2.570234455
811.75	2.63853211
812	2.698165138
812.25	2.759327217
812.5	2.800203874
812.75	2.800203874
813	2.779001019
813.25	2.734250765
813.5	2.687155963
813.75	2.655759429
814	2.644750255
814.25	2.657288481
814.5	2.680122324
814.75	2.695005097
815	2.693476045
815.25	2.675433231
815.5	2.652599388
815.75	2.610295617
816	2.57961264
816.25	2.552191641
816.5	2.521610601
816.75	2.508256881
817	2.511314985
817.25	2.50509684
817.5	2.506625892
817.75	2.534148828
818	2.563200815
818.25	2.602446483
818.5	2.623547401
818.75	2.623547401
819	2.610295617
819.25	2.578083588
819.5	2.537308869
819.75	2.490927625
820	2.446992864
820.25	2.44077472
820.5	2.46432212
820.75	2.498776758
821	2.558409786
821.25	2.622018349
821.5	2.683180428
821.75	2.735779817
822	2.761671764
822.25	2.774311927
822.5	2.74362895
822.75	2.696534149
823	2.62833843
823.25	2.561569827
823.5	2.50509684
823.75	2.480733945
824	2.477573904
824.25	2.519979613
824.5	2.585932722
824.75	2.672273191
825	2.754638124
825.25	2.842507645
825.5	2.903771662
825.75	2.949235474
826	2.972069317
826.25	2.952395515
826.5	2.917125382
826.75	2.851987768
827	2.756167176
827.25	2.651070336
827.5	2.547502548
827.75	2.468195719
828	2.39520897
828.25	2.346585117
828.5	2.331600408
828.75	2.322222222
829	2.341794088
829.25	2.393679918
829.5	2.471355759
829.75	2.587461774
830	2.690316004
830.25	2.797043833
830.5	2.857492355
830.75	2.89745158
831	2.90764526
831.25	2.892762487
831.5	2.86687054
831.75	2.815086646
832	2.761671764
832.25	2.70285423
832.5	2.649439348
832.75	2.591437309
833	2.542711519
833.25	2.500407747
833.5	2.466666667
833.75	2.454841998
834	2.4745158
834.25	2.512945973
834.5	2.560040775
834.75	2.607135576
835	2.629867482
835.25	2.644750255
835.5	2.620489297
835.75	2.591437309
836	2.5490316
836.25	2.530988787
836.5	2.537308869
836.75	2.582772681
837	2.644750255
837.25	2.725586137
837.5	2.801732926
837.75	2.859021407
838	2.883384302
838.25	2.889602446
838.5	2.876248726
838.75	2.824464832
839	2.774311927
839.25	2.687155963
839.5	2.612640163
839.75	2.518450561
840	2.453312946
840.25	2.398369011
840.5	2.374006116
840.75	2.370846075
841	2.393679918
841.25	2.432110092
841.5	2.472884811
841.75	2.50509684
842	2.550560652
842.25	2.576452599
842.5	2.618858308
842.75	2.680122324
843	2.771151886
843.25	2.859021407
843.5	2.944546381
843.75	2.999490316
844	3.023853211
844.25	3.035575943
844.5	3.017533129
844.75	2.95637105
845	2.877879715
845.25	2.780530071
845.5	2.680122324
845.75	2.59459735
846	2.516819572
846.25	2.446992864
846.5	2.403058104
846.75	2.339449541
847	2.296330275
847.25	2.264933741
847.5	2.229663609
847.75	2.213149847
848	2.213149847
848.25	2.250764526
848.5	2.325382263
848.75	2.421100917
849	2.560040775
849.25	2.695005097
849.5	2.813557594
849.75	2.909276249
850	2.980632008
850.25	3.016004077
850.5	3.004179409
850.75	2.97675841
851	2.903771662
851.25	2.816615698
851.5	2.716207951
851.75	2.615698267
852	2.529459735
852.25	2.448623853
852.5	2.369317023
852.75	2.297859327
853	2.257084608
853.25	2.242201835
853.5	2.242201835
853.75	2.278287462
854	2.339449541
854.25	2.422629969
854.5	2.518450561
854.75	2.620489297
855	2.73343527
855.25	2.832313965
855.5	2.895922528
855.75	2.944546381
856	2.939857288
856.25	2.917125382
856.5	2.881039755
856.75	2.800203874
857	2.734250765
857.25	2.652599388
857.5	2.582772681
857.75	2.527828746
858	2.488583078
858.25	2.445463812
858.5	2.406218145
858.75	2.369317023
859	2.343425076
859.25	2.323751274
859.5	2.352803262
859.75	2.409378186
860	2.509785933
860.25	2.631396534
860.5	2.737410805
860.75	2.824464832
861	2.891233435
861.25	2.935168196
861.5	2.939857288
861.75	2.933537207
862	2.90764526
862.25	2.877879715
862.5	2.83312946
862.75	2.777370031
863	2.71304791
863.25	2.646381244
863.5	2.571763507
863.75	2.506625892
864	2.451681957
864.25	2.409378186
864.5	2.391335372
864.75	2.380326198
865	2.372477064
865.25	2.393679918
865.5	2.432110092
865.75	2.488583078
866	2.560040775
866.25	2.623547401
866.5	2.676962283
866.75	2.701325178
867	2.731906218
867.25	2.74362895
867.5	2.761671764
867.75	2.780530071
868	2.786034659
868.25	2.774311927
868.5	2.746788991
868.75	2.714576962
869	2.681651376
869.25	2.665953109
869.5	2.660448522
869.75	2.664424057
870	2.644750255
870.25	2.614169215
870.5	2.568603466
870.75	2.521610601
871	2.471355759
871.25	2.424260958
871.5	2.385015291
871.75	2.357492355
872	2.354434251
872.25	2.377166157
872.5	2.44077472
872.75	2.521610601
873	2.620489297
873.25	2.731906218
873.5	2.826095821
873.75	2.906116208
874	2.957900102
874.25	2.980632008
874.5	2.973598369
874.75	2.929663609
875	2.85667686
875.25	2.74841998
875.5	2.633027523
875.75	2.521610601
876	2.424260958
876.25	2.346585117
876.5	2.30733945
876.75	2.313557594
877	2.326911315
877.25	2.378695209
877.5	2.466666667
877.75	2.576452599
878	2.701325178
878.25	2.808053007
878.5	2.920285423
878.75	2.983792049
879	3.014373089
879.25	3.009683996
879.5	2.95637105
879.75	2.860550459
880	2.760142712
880.25	2.63853211
880.5	2.519979613
880.75	2.398369011
881	2.316717635
881.25	2.232721713
881.5	2.15351682
881.75	2.127624873
882	2.111111111
882.25	2.106422018
882.5	2.179408767
882.75	2.30733945
883	2.456472987
883.25	2.615698267
883.5	2.777370031
883.75	2.91243629
884	3.006523955
884.25	3.056778797
884.5	3.087359837
884.75	3.079510703
885	3.027013252
885.25	2.952395515
885.5	2.86687054
885.75	2.761671764
886	2.667584098
886.25	2.568603466
886.5	2.497247706
886.75	2.436799185
887	2.404587156
887.25	2.393679918
887.5	2.409378186
887.75	2.458002039
888	2.494087666
888.25	2.555351682
888.5	2.618858308
888.75	2.670642202
889	2.737410805
889.25	2.784505607
889.5	2.811926606
889.75	2.821406728
890	2.803261978
890.25	2.756167176
890.5	2.709174312
890.75	2.646381244
891	2.582772681
891.25	2.524668705
891.5	2.485423038
891.75	2.492558614
892	2.519979613
892.25	2.581243629
892.5	2.65891947
892.75	2.740570846
893	2.793883792
893.25	2.816615698
893.5	2.808766565
893.75	2.766462793
894	2.711518858
894.25	2.62833843
894.5	2.563914373
894.75	2.509785933
895	2.459531091
895.25	2.409378186
895.5	2.363812436
895.75	2.322222222
896	2.299490316
896.25	2.31049949
896.5	2.339449541
896.75	2.383486239
897	2.445463812
897.25	2.526299694
897.5	2.605504587
897.75	2.695005097
898	2.772680938
898.25	2.824464832
898.5	2.850356779
898.75	2.884913354
899	2.860550459
899.25	2.840978593
899.5	2.774311927
899.75	2.696534149
900	2.634556575
900.25	2.57961264
900.5	2.5490316
900.75	2.506625892
901	2.480733945
901.25	2.459531091
901.5	2.453312946
901.75	2.46116208
902	2.494087666
902.25	2.529459735
902.5	2.570234455
902.75	2.59459735
903	2.614169215
903.25	2.62833843
903.5	2.643221203
903.75	2.651070336
904	2.664424057
904.25	2.670642202
904.5	2.672273191
904.75	2.664424057
905	2.636187564
905.25	2.603975535
905.5	2.574923547
905.75	2.556880734
906	2.567074414
906.25	2.588277268
906.5	2.644750255
906.75	2.70988787
907	2.766462793
907.25	2.790723751
907.5	2.795412844
907.75	2.763302752
908	2.709174312
908.25	2.634556575
908.5	2.541182467
908.75	2.46116208
909	2.399898063
909.25	2.362283384
909.5	2.349643221
909.75	2.365341488
910	2.393679918
910.25	2.422629969
910.5	2.468195719
910.75	2.487054027
911	2.512945973
911.25	2.519979613
911.5	2.529459735
911.75	2.5490316
912	2.568603466
912.25	2.602446483
912.5	2.631396534
912.75	2.680122324
913	2.706014271
913.25	2.759327217
913.5	2.808053007
913.75	2.848827727
914	2.874719674
914.25	2.874719674
914.5	2.85667686
914.75	2.810397554
915	2.767991845
915.25	2.724057085
915.5	2.691845056
915.75	2.652599388
916	2.618858308
916.25	2.574923547
916.5	2.539653415
916.75	2.488583078
917	2.433639144
917.25	2.375637105
917.5	2.331600408
917.75	2.284505607
918	2.260244648
918.25	2.2617737
918.5	2.289296636
918.75	2.380326198
919	2.524668705
919.25	2.722426096
919.5	2.909276249
919.75	3.066258919
920	3.124260958
920.25	3.157288481
920.5	3.129765545
920.75	3.043425076
921	2.899082569
921.25	2.70988787
921.5	2.494087666
921.75	2.297859327
922	2.171559633
922.25	2.086748216
922.5	2.053007136
922.75	2.072680938
923	2.096228338
923.25	2.129153925
923.5	2.158205912
923.75	2.184097859
924	2.21783894
924.25	2.253924567
924.5	2.308868502
924.75	2.380326198
925	2.462691131
925.25	2.565545362
925.5	2.675433231
925.75	2.801732926
926	2.91243629
926.25	3.004179409
926.5	3.067787971
926.75	3.111722732
927	3.114882773
927.25	3.096839959
927.5	3.032517839
927.75	2.936697248
928	2.810397554
928.25	2.657288481
928.5	2.509785933
928.75	2.375637105
929	2.278287462
929.25	2.235881753
929.5	2.223343527
929.75	2.231192661
930	2.252395515
930.25	2.287665647
930.5	2.331600408
930.75	2.372477064
931	2.428950051
931.25	2.479204893
931.5	2.539653415
931.75	2.584301733
932	2.615698267
932.25	2.63853211
932.5	2.65891947
932.75	2.667584098
933	2.680122324
933.25	2.71304791
933.5	2.757798165
933.75	2.821406728
934	2.884913354
934.25	2.962589195
934.5	3.034046891
934.75	3.081141692
935	3.126605505
935.25	3.136085627
935.5	3.077166157
935.75	2.997961264
936	2.879408767
936.25	2.728746177
936.5	2.555351682
936.75	2.375637105
937	2.243730887
937.25	2.137003058
937.5	2.042813456
937.75	2.004383282
938	2.004383282
938.25	2.044444444
938.5	2.115800204
938.75	2.252395515
939	2.398369011
939.25	2.537308869
939.5	2.649439348
939.75	2.745259939
940	2.810397554
940.25	2.862181448
940.5	2.894291539
940.75	2.902140673
941	2.899082569
941.25	2.883384302
941.5	2.85351682
941.75	2.806422018
942	2.745259939
942.25	2.684811417
942.5	2.602446483
942.75	2.537308869
943	2.489398573
943.25	2.471355759
943.5	2.489398573
943.75	2.530988787
944	2.591437309
944.25	2.662793068
944.5	2.716207951
944.75	2.757798165
945	2.779001019
945.25	2.777370031
945.5	2.767991845
945.75	2.742099898
946	2.696534149
946.25	2.652599388
946.5	2.585932722
946.75	2.532517839
947	2.4745158
947.25	2.419571865
947.5	2.386544343
947.75	2.362283384
948	2.346585117
948.25	2.341794088
948.5	2.362283384
948.75	2.407747197
949	2.487054027
949.25	2.561569827
949.5	2.657288481
949.75	2.74841998
950	2.824464832
950.25	2.886544343
950.5	2.923343527
950.75	2.938328236
951	2.938328236
951.25	2.920285423
951.5	2.886544343
951.75	2.848827727
952	2.801732926
952.25	2.767991845
952.5	2.725586137
952.75	2.673802243
953	2.612640163
953.25	2.524668705
953.5	2.446992864
953.75	2.354434251
954	2.275127421
954.25	2.206829766
954.5	2.173088685
954.75	2.158205912
955	2.176248726
955.25	2.19745158
955.5	2.244546381
955.75	2.296330275
956	2.349643221
956.25	2.407747197
956.5	2.46116208
956.75	2.537308869
957	2.614169215
957.25	2.706014271
957.5	2.795412844
957.75	2.877879715
958	2.947706422
958.25	2.970438328
958.5	3.002650357
958.75	3.004994903
959	3.001121305
959.25	2.991641182
959.5	2.952395515
959.75	2.91243629
960	2.86687054
960.25	2.803261978
960.5	2.731906218
960.75	2.646381244
961	2.550560652
961.25	2.442303772
961.5	2.337920489
961.75	2.237512742
962	2.155045872
962.25	2.083690112
962.5	2.047502548
962.75	2.047502548
963	2.07420999
963.25	2.132313965
963.5	2.205300714
963.75	2.284505607
964	2.348114169
964.25	2.404587156
964.5	2.468195719
964.75	2.530988787
965	2.603975535
965.25	2.693476045
965.5	2.79235474
965.75	2.889602446
966	2.988481142
966.25	3.066258919
966.5	3.1
966.75	3.139245668
967	3.128236493
967.25	3.113251784
967.5	3.055249745
967.75	2.973598369
968	2.883384302
968.25	2.784505607
968.5	2.667584098
968.75	2.523139653
969	2.385015291
969.25	2.235881753
969.5	2.091539246
969.75	2.007543323
970	1.947094801
970.25	1.925076453
970.5	1.965137615
970.75	1.975331295
971	2.015392457
971.25	2.049847095
971.5	2.112640163
971.75	2.211518858
972	2.341794088
972.25	2.523139653
972.5	2.701325178
972.75	2.873190622
973	2.95637105
973.25	3.011314985
973.5	3.067787971
973.75	3.165137615
974	3.176860347
974.25	3.10540265
974.5	3.002650357
974.75	2.871559633
975	2.685626911
975.25	2.527828746
975.5	2.370846075
975.75	2.243730887
976	2.151885831
976.25	2.117431193
976.5	2.106422018
976.75	2.129153925
977	2.151885831
977.25	2.173088685
977.5	2.206829766
977.75	2.242201835
978	2.270438328
978.25	2.301019368
978.5	2.35127421
978.75	2.380326198
979	2.42579001
979.25	2.4745158
979.5	2.538022426
979.75	2.620489297
980	2.725586137
980.25	2.815086646
980.5	2.888073394
980.75	2.936697248
981	2.920285423
981.25	2.889602446
981.5	2.855147808
981.75	2.797043833
982	2.722426096
982.25	2.665953109
982.5	2.649439348
982.75	2.655759429
983	2.691845056
983.25	2.734250765
983.5	2.756167176
983.75	2.754638124
984	2.74362895
984.25	2.683180428
984.5	2.618858308
984.75	2.527828746
985	2.459531091
985.25	2.407747197
985.5	2.389704383
985.75	2.393679918
986	2.404587156
986.25	2.42579001
986.5	2.465035678
986.75	2.50509684
987	2.567074414
987.25	2.636187564
987.5	2.71304791
987.75	2.780530071
988	2.842507645
988.25	2.865341488
988.5	2.855147808
988.75	2.840978593
989	2.810397554
989.25	2.775840979
989.5	2.727217125
989.75	2.680122324
990	2.631396534
990.25	2.599286442
990.5	2.573394495
990.75	2.563200815
991	2.573394495
991.25	2.585932722
991.5	2.588277268
991.75	2.605504587
992	2.599286442
992.25	2.591437309
992.5	2.57961264
992.75	2.556880734
993	2.521610601
993.25	2.489398573
993.5	2.450152905
993.75	2.398369011
994	2.360652396
994.25	2.35127421
994.5	2.380326198
994.75	2.443832824
995	2.553720693
995.25	2.681651376
995.5	2.798572885
995.75	2.895922528
996	2.952395515
996.25	2.968909276
996.5	2.967278287
996.75	2.938328236
997	2.902140673
997.25	2.848827727
997.5	2.815086646
997.75	2.810397554
998	2.808053007
998.25	2.78216106
998.5	2.745259939
998.75	2.681651376
999	2.581243629
999.25	2.469724771
999.5	2.346585117
999.75	2.216309888
1000	2.124464832
1000.25	2.025586137
1000.5	1.949439348
1000.75	1.861569827
1001	1.866258919
1001.25	1.907033639
1001.5	1.957288481
1001.75	2.016921509
1002	2.106422018
1002.25	2.209989806
1002.5	2.359123344
1002.75	2.54587156
1003	2.774311927
1003.25	3.008154944
1003.5	3.210601427
1003.75	3.312640163
1004	3.346381244
1004.25	3.317329256
1004.5	3.249847095
1004.75	3.155657492
1005	2.979918451
1005.25	2.764831804
1005.5	2.550560652
1005.75	2.365341488
1006	2.25861366
1006.25	2.195820591
1006.5	2.118960245
1006.75	2.101732926
1007	2.049847095
1007.25	2.067176351
1007.5	2.059327217
1007.75	2.07420999
1008	2.10795107
1008.25	2.159734964
1008.5	2.242201835
1008.75	2.355963303
1009	2.465035678
1009.25	2.574923547
1009.5	2.687155963
1009.75	2.772680938
1010	2.847298675
1010.25	2.881753313
1010.5	2.90764526
1010.75	2.923343527
1011	2.926503568
1011.25	2.933537207
1011.5	2.936697248
1011.75	2.94617737
1012	2.921814475
1012.25	2.873190622
1012.5	2.760142712
1012.75	2.631396534
1013	2.503465851
1013.25	2.39520897
1013.5	2.323751274
1013.75	2.287665647
1014	2.294801223
1014.25	2.334760449
1014.5	2.41243629
1014.75	2.503465851
1015	2.597655454
1015.25	2.662793068
1015.5	2.709174312
1015.75	2.74362895
1016	2.725586137
1016.25	2.709174312
1016.5	2.65891947
1016.75	2.629867482
1017	2.610295617
1017.25	2.605504587
1017.5	2.603975535
1017.75	2.596126402
1018	2.573394495
1018.25	2.538022426
1018.5	2.472884811
1018.75	2.407747197
1019	2.343425076
1019.25	2.282976555
1019.5	2.266462793
1019.75	2.286136595
1020	2.349643221
1020.25	2.432110092
1020.5	2.534148828
1020.75	2.629867482
1021	2.696534149
1021.25	2.764831804
1021.5	2.797043833
1021.75	2.818246687
1022	2.804892966
1022.25	2.775840979
1022.5	2.735779817
1022.75	2.685626911
1023	2.643221203
1023.25	2.623547401
1023.5	2.617329256
1023.75	2.644750255
1024	2.678491335
1024.25	2.711518858
1024.5	2.731906218
1024.75	2.745259939
1025	2.74362895
1025.25	2.725586137
1025.5	2.709174312
1025.75	2.678491335
1026	2.649439348
1026.25	2.631396534
1026.5	2.618858308
1026.75	2.617329256
1027	2.617329256
1027.25	2.633027523
1027.5	2.670642202
1027.75	2.722426096
1028	2.767991845
1028.25	2.811926606
1028.5	2.815086646
1028.75	2.827624873
1029	2.801732926
1029.25	2.753109072
1029.5	2.678491335
1029.75	2.578083588
1030	2.458002039
1030.25	2.367787971
1030.5	2.297859327
1030.75	2.252395515
1031	2.266462793
1031.25	2.336391437
1031.5	2.451681957
1031.75	2.599286442
1032	2.731906218
1032.25	2.850356779
1032.5	2.938328236
1032.75	2.98695209
1033	3.008154944
1033.25	3.004994903
1033.5	2.967278287
1033.75	2.886544343
1034	2.777370031
1034.25	2.654230377
1034.5	2.547502548
1034.75	2.451681957
1035	2.398369011
1035.25	2.393679918
1035.5	2.403058104
1035.75	2.448623853
1036	2.490927625
1036.25	2.553720693
1036.5	2.603975535
1036.75	2.644750255
1037	2.681651376
1037.25	2.70285423
1037.5	2.716207951
1037.75	2.725586137
1038	2.731906218
1038.25	2.728746177
1038.5	2.724057085
1038.75	2.727217125
1039	2.714576962
1039.25	2.69969419
1039.5	2.675433231
1039.75	2.651070336
1040	2.62833843
1040.25	2.599286442
1040.5	2.585932722
1040.75	2.582772681
1041	2.588277268
1041.25	2.615698267
1041.5	2.655759429
1041.75	2.717737003
1042	2.767991845
1042.25	2.816615698
1042.5	2.847298675
1042.75	2.842507645
1043	2.808053007
1043.25	2.742099898
1043.5	2.644750255
1043.75	2.519979613
1044	2.41243629
1044.25	2.304179409
1044.5	2.220183486
1044.75	2.15351682
1045	2.109582059
1045.25	2.100101937
1045.5	2.111111111
1045.75	2.155045872
1046	2.209989806
1046.25	2.266462793
1046.5	2.343425076
1046.75	2.430479103
1047	2.550560652
1047.25	2.678491335
1047.5	2.798572885
1047.75	2.917125382
1048	2.982262997
1048.25	3.02069317
1048.5	3.034046891
1048.75	3.025382263
1049	2.978287462
1049.25	2.933537207
1049.5	2.871559633
1049.75	2.824464832
1050	2.771151886
1050.25	2.728746177
1050.5	2.680122324
1050.75	2.634556575
1051	2.585932722
1051.25	2.511314985
1051.5	2.438328236
1051.75	2.349643221
1052	2.263404689
1052.25	2.176248726
1052.5	2.120489297
1052.75	2.067176351
1053	2.067176351
1053.25	2.078899083
1053.5	2.112640163
1053.75	2.184097859
1054	2.268093782
1054.25	2.366972477
1054.5	2.501936799
1054.75	2.654230377
1055	2.804892966
1055.25	2.936697248
1055.5	3.032517839
1055.75	3.081141692
1056	3.113251784
1056.25	3.11019368
1056.5	3.079510703
1056.75	3.009683996
1057	2.928134557
1057.25	2.82293578
1057.5	2.670642202
1057.75	2.537308869
1058	2.39520897
1058.25	2.27196738
1058.5	2.164525994
1058.75	2.096228338
1059	2.060856269
1059.25	2.068705403
1059.5	2.07420999
1059.75	2.117431193
1060	2.170744139
1060.25	2.243730887
1060.5	2.330071356
1060.75	2.438328236
1061	2.526299694
1061.25	2.620489297
1061.5	2.690316004
1061.75	2.746788991
1062	2.780530071
1062.25	2.806422018
1062.5	2.821406728
1062.75	2.827624873
1063	2.811926606
1063.25	2.808053007
1063.5	2.790723751
1063.75	2.764831804
1064	2.751478084
1064.25	2.761671764
1064.5	2.764831804
1064.75	2.775840979
1065	2.786034659
1065.25	2.779001019
1065.5	2.757798165
1065.75	2.696534149
1066	2.629867482
1066.25	2.552191641
1066.5	2.46116208
1066.75	2.374006116
1067	2.286136595
1067.25	2.206829766
1067.5	2.148827727
1067.75	2.096941896
1068	2.068705403
1068.25	2.06401631
1068.5	2.098572885
1068.75	2.161365953
1069	2.273598369
1069.25	2.424260958
1069.5	2.58980632
1069.75	2.74841998
1070	2.884913354
1070.25	2.98695209
1070.5	3.023853211
1070.75	3.029357798
1071	2.993272171
1071.25	2.926503568
1071.5	2.821406728
1071.75	2.701325178
1072	2.607135576
1072.25	2.519979613
1072.5	2.454841998
1072.75	2.422629969
1073	2.409378186
1073.25	2.432110092
1073.5	2.480733945
1073.75	2.547502548
1074	2.605504587
1074.25	2.661264016
1074.5	2.696534149
1074.75	2.730275229
1075	2.737410805
1075.25	2.727217125
1075.5	2.716207951
1075.75	2.701325178
1076	2.676962283
1076.25	2.641590214
1076.5	2.611824669
1076.75	2.555351682
1077	2.500407747
1077.25	2.443832824
1077.5	2.401529052
1077.75	2.377166157
1078	2.365341488
1078.25	2.38185525
1078.5	2.410907238
1078.75	2.469724771
1079	2.544342508
1079.25	2.625178389
1079.5	2.720897044
1079.75	2.824464832
1080	2.905300714
1080.25	2.982262997
1080.5	3.02069317
1080.75	3.02069317
1081	2.97675841
1081.25	2.924974516
1081.5	2.860550459
1081.75	2.78756371
1082	2.709174312
1082.25	2.634556575
1082.5	2.568603466
1082.75	2.50509684
1083	2.46116208
1083.25	2.428950051
1083.5	2.396738022
1083.75	2.377166157
1084	2.369317023
1084.25	2.369317023
1084.5	2.372477064
1084.75	2.401529052
1085	2.428950051
1085.25	2.439959225
1085.5	2.450152905
1085.75	2.456472987
1086	2.433639144
1086.25	2.424260958
1086.5	2.432110092
1086.75	2.46116208
1087	2.503465851
1087.25	2.563200815
1087.5	2.640061162
1087.75	2.719367992
1088	2.783690112
1088.25	2.836289501
1088.5	2.889602446
1088.75	2.91243629
1089	2.920285423
1089.25	2.89745158
1089.5	2.851987768
1089.75	2.774311927
1090	2.675433231
1090.25	2.57961264
1090.5	2.477573904
1090.75	2.421100917
1091	2.380326198
